year_of_birth,gender,education_level,social_stratum,nationality,department,municipality,id_last_four,last_name_initial,form,score,video,fake_news_a,fake_news_b,fake_news_c,fake_news_d,fake_news_e,fake_news_f,fake_news_g,fake_news_h,fake_news_i,fake_news_j,fake_news_k,fake_news_l,fake_news_m,fake_news_n,fake_news_o,fake_news_p,fake_news_q,fake_news_r,fake_news_s,tweet_a_lack_of_information,tweet_a_report,tweet_b_lack_of_information,tweet_b_report,headline_1,headline_2,headline_3,headline_4,headline_5,headline_6,headline_7,headline_8,ie_confidence_a,ie_confidence_b,ie_confidence_c,ie_confidence_d,ie_confidence_e,ie_confidence_f,ie_confidence_g,ie_confidence_h,ie_confidence_i,ie_discrimination_a,ie_discrimination_b,ie_discrimination_c,ie_discrimination_d,ie_discrimination_e,ie_discrimination_f,ie_ambiguity_tolerance_a,ie_ambiguity_tolerance_b,ie_ambiguity_tolerance_c,ie_ambiguity_tolerance_d,ie_ambiguity_tolerance_e,ie_ambiguity_tolerance_f,ie_ambiguity_tolerance_g,ie_ambiguity_tolerance_h,ie_ambiguity_tolerance_i,ie_ambiguity_tolerance_j,ie_dehumanization_left,ie_dehumanization_center,ie_dehumanization_right,duration,date
1996,Otro,Título universitario,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,8998,G,,,No,1,1,3,3,4,1,3,5,1,1,3,3,1,3,1,2,5,1,3,1,1,1,0,1,,,,,1,1,,4,4,2,1,1,2,3,1,2,2,2,4,3,3,3,3,5,3,5,3,3,2,3,5,5,"Educación,Trabajo,Nostalgia,Emoción,Cordialidad,Amistad","Imprudencia,Aburrición,Orgullo,Dedicación,Trabajo,Inquietud","Imprudencia,Vergüenza,Orgullo,Sospecha,Agitación,Aburrición",00:20:25,2022-04-11
2001,Hombre,Bachillerato,Estrato 1,Colombia,Quindío,Armenia,2957,O,Discriminización,.5,No,4,4,5,3,3,4,4,5,3,3,4,4,3,4,4,3,3,4,5,1,1,0,1,,,1,,,1,,1,4,4,4,0,1,2,4,2,5,4,4,5,1,3,1,4,4,3,4,5,4,4,5,3,4,"Disciplina,Amistad,Orgullo,Dedicación,Compasión,Trabajo","Imprudencia,Sorpresa,Amistad,Vergüenza,Arrepentimiento,Extroversión","Orgullo,Trabajo,Educación,Dedicación,Extroversión,Emoción",00:13:05,2022-04-11
1983,Hombre,Primaria,Estrato 2,Colombia,Boyacá,Berbeo,2587,I,Discriminización,.53333336,No,5,4,5,5,5,4,5,4,5,5,5,5,5,5,4,4,4,5,5,1,0,1,0,1,1,,1,,,,,4,5,5,1,1,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,"Imprudencia,Tensión,Arrepentimiento,Orgullo,Nostalgia,Aburrición","Imprudencia,Compasión,Sospecha,Impresión,Emoción,Sorpresa","Cordialidad,Amistad,Sospecha,Compasión,Dedicación,Timidez",00:02:59,2022-04-11
1985,Hombre,Bachillerato,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,4875,H,Tolerancia a la ambigüedad,2.2,Sí,1,4,2,4,2,2,2,2,2,3,3,4,3,2,4,2,2,3,1,0,1,0,0,1,,,,,1,,1,3,2,2,0,0,3,2,1,1,3,2,3,2,2,1,2,3,2,3,2,3,2,3,4,2,"Impresión,Sorpresa,Dedicación,Aburrición,Tensión,Cordialidad","Agitación,Arrepentimiento,Vergüenza,Emoción,Timidez,Disciplina","Orgullo,Nostalgia,Sospecha,Dedicación,Cordialidad,Impresión",00:07:45,2022-04-11
1996,Mujer,Técnico / Tecnológico,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,7325,R,Discriminización,.86666667,No,4,3,4,5,5,5,5,5,4,5,4,5,5,5,4,5,4,3,5,1,0,0,0,,,,1,,1,,1,4,3,4,1,0,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,5,4,5,4,"Dedicación,Inquietud,Orgullo,Vergüenza,Tensión,Nostalgia","Sospecha,Sorpresa,Vergüenza,Trabajo,Extroversión,Amistad","Aburrición,Cordialidad,Tensión,Emoción,Educación,Imprudencia",00:06:44,2022-04-11
1962,Mujer,Técnico / Tecnológico,Estrato 5,Colombia,Bogotá D.C.,Bogotá D.C.,7000,T,Discriminización,,Sí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,,,2,2,2,1,1,2,2,2,2,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,"Cordialidad,Vergüenza,Arrepentimiento,Inquietud,Nostalgia,Emoción","Nostalgia,Orgullo,Compasión,Timidez,Emoción,Aburrición","Timidez,Sorpresa,Dedicación,Arrepentimiento,Nostalgia,Amistad",00:11:35,2022-04-11
1985,Mujer,Bachillerato,Estrato 1,Colombia,Bogotá D.C.,Bogotá D.C.,6984,D,,,No,3,3,4,4,5,4,3,1,2,2,4,1,5,4,3,4,4,3,4,1,0,1,1,,,1,,,1,,1,3,4,2,1,1,2,4,5,3,2,3,3,4,4,4,3,4,4,3,4,4,3,2,2,3,"Nostalgia,Imprudencia,Vergüenza,Timidez,Tensión,Arrepentimiento","Tensión,Inquietud,Sorpresa,Timidez,Orgullo,Dedicación","Orgullo,Inquietud,Cordialidad,Trabajo,Emoción,Compasión",00:02:21,2022-04-11
1980,Mujer,Bachillerato,Estrato 1,Venezuela,Atlántico,Barranquilla,2145,C,,,No,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,,,,1,,,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Dedicación,Amistad,Orgullo,Emoción,Arrepentimiento,Extroversión","Emoción,Aburrición,Arrepentimiento,Compasión,Educación,Vergüenza","Imprudencia,Inquietud,Disciplina,Arrepentimiento,Orgullo,Aburrición",00:02:14,2022-04-11
1999,Mujer,Técnico / Tecnológico,Estrato 2,Colombia,Huila,Colombia,6483,P,Confianza,.25,No,2,2,1,3,3,2,1,2,1,3,1,4,2,3,5,1,3,3,1,1,1,1,1,,,,,1,,1,1,2,3,1,0,1,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,4,5,5,4,"Vergüenza,Agitación,Disciplina,Compasión,Sorpresa,Timidez","Imprudencia,Nostalgia,Extroversión,Educación,Amistad,Agitación","Sorpresa,Impresión,Arrepentimiento,Agitación,Trabajo,Nostalgia",00:11:04,2022-04-11
1999,Mujer,Posgrado,Estrato 4,Comoras,Bogotá D.C.,Bogotá D.C.,1020,Z,,,No,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,1,1,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Amistad,Sorpresa,Trabajo,Sospecha,Timidez,Compasión","Aburrición,Imprudencia,Inquietud,Disciplina,Compasión,Sospecha","Extroversión,Trabajo,Dedicación,Tensión,Impresión,Emoción",00:02:24,2022-04-11
1996,Hombre,Técnico / Tecnológico,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,6812,R,Tolerancia a la ambigüedad,3,Sí,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,,,,1,,,1,3,3,3,1,1,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Nostalgia,Sospecha,Emoción,Dedicación,Agitación,Arrepentimiento","Emoción,Vergüenza,Inquietud,Aburrición,Trabajo,Educación","Dedicación,Timidez,Imprudencia,Orgullo,Aburrición,Nostalgia",00:14:53,2022-04-11
1996,Mujer,Técnico / Tecnológico,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,7325,R,Confianza,.5,No,4,5,5,5,3,3,2,3,5,4,5,5,3,4,5,4,5,5,5,0,1,1,1,,1,,,1,,1,,5,5,5,1,1,5,4,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,4,"Amistad,Cordialidad,Sorpresa,Inquietud,Disciplina,Arrepentimiento","Inquietud,Educación,Tensión,Amistad,Emoción,Compasión","Vergüenza,Educación,Inquietud,Dedicación,Aburrición,Sorpresa",00:03:03,2022-04-11
2004,Mujer,Bachillerato,Estrato 1,Colombia,Magdalena,Santa Marta,3243,M,,,No,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,0,1,0,0,,,1,,1,,,1,2,3,3,1,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Aburrición,Impresión,Timidez,Tensión,Amistad,Trabajo","Imprudencia,Dedicación,Nostalgia,Emoción,Compasión,Aburrición","Arrepentimiento,Educación,Agitación,Trabajo,Compasión,Sorpresa",00:03:53,2022-04-11
1997,Mujer,Técnico / Tecnológico,Estrato 2,Colombia,Quindío,Calarcá,5972,S,Discriminización,,Sí,2,1,4,5,4,5,3,4,1,5,5,3,4,4,2,2,4,4,4,0,0,1,1,,1,,1,,,,1,3,3,3,0,1,2,2,1,3,4,3,3,3,3,3,4,2,1,3,3,4,3,5,3,3,"Vergüenza,Tensión,Imprudencia,Sospecha,Inquietud,Agitación","Vergüenza,Agitación,Sospecha,Tensión,Impresión,Timidez","Amistad,Trabajo,Dedicación,Orgullo,Disciplina,Educación",00:20:39,2022-04-11
1983,Mujer,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,1323,A,Deshumanización,4.3299999,Sí,3,5,5,5,3,5,4,5,5,4,5,5,4,4,4,4,4,3,5,1,0,1,0,1,,,,,1,1,,5,4,3,1,1,3,4,5,5,4,5,3,5,4,5,4,2,5,4,3,5,5,5,4,4,"Imprudencia,Cordialidad,Vergüenza,Sospecha,Compasión,Trabajo","Dedicación,Emoción,Arrepentimiento,Sospecha,Nostalgia,Cordialidad","Compasión,Sorpresa,Dedicación,Tensión,Trabajo,Disciplina",00:11:45,2022-04-11
1969,Mujer,Técnico / Tecnológico,Estrato 2,Líbano,Antioquia,Andes,6645,P,Deshumanización,,Sí,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,,,,,,1,1,1,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Disciplina,Sospecha,Tensión,Aburrición,Trabajo,Vergüenza","Amistad,Emoción,Impresión,Sospecha,Educación,Nostalgia","Disciplina,Emoción,Arrepentimiento,Tensión,Compasión,Educación",00:16:19,2022-04-11
1997,Mujer,Posgrado,Estrato 1,Colombia,Atlántico,Barranquilla,5845,S,Tolerancia a la ambigüedad,3.2,No,1,2,5,4,5,5,4,4,5,1,5,4,2,4,5,5,4,3,5,1,0,0,0,1,,,,,1,1,,5,3,3,0,1,3,2,5,2,5,1,5,3,4,4,2,1,4,5,4,3,1,5,2,2,"Emoción,Imprudencia,Cordialidad,Sorpresa,Trabajo,Aburrición","Educación,Dedicación,Disciplina,Extroversión,Arrepentimiento,Timidez","Disciplina,Arrepentimiento,Sospecha,Educación,Vergüenza,Inquietud",00:02:32,2022-04-11
1967,Mujer,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,2645,C,Discriminización,.60000002,Sí,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,1,0,1,0,,,1,,1,,1,,3,4,3,0,1,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Extroversión,Nostalgia,Imprudencia,Orgullo,Timidez,Emoción","Sorpresa,Imprudencia,Aburrición,Emoción,Inquietud,Impresión","Imprudencia,Cordialidad,Arrepentimiento,Educación,Nostalgia,Impresión",00:22:22,2022-04-11
1990,Hombre,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,8556,P,,,No,3,4,2,3,3,2,3,3,4,2,2,2,4,3,1,3,3,4,2,1,1,0,1,,,1,,1,,1,,2,3,3,1,1,2,3,4,4,4,4,3,4,3,2,3,2,1,3,3,3,2,4,3,3,"Extroversión,Aburrición,Amistad,Tensión,Educación,Emoción","Amistad,Dedicación,Sorpresa,Tensión,Compasión,Emoción","Orgullo,Vergüenza,Amistad,Disciplina,Aburrición,Educación",00:03:27,2022-04-11
1985,Hombre,Técnico / Tecnológico,Estrato 3,Colombia,Magdalena,Santa Marta,4222,M,Tolerancia a la ambigüedad,,Sí,3,4,4,3,5,3,4,4,4,5,5,3,5,5,4,4,4,4,4,1,1,1,1,1,,1,,1,,,,3,4,5,1,1,2,5,2,3,4,3,5,3,5,4,5,1,5,5,5,4,2,4,5,5,"Inquietud,Vergüenza,Amistad,Orgullo,Educación,Nostalgia","Vergüenza,Timidez,Disciplina,Imprudencia,Nostalgia,Orgullo","Extroversión,Sorpresa,Nostalgia,Imprudencia,Inquietud,Emoción",01:40:21,2022-04-11
1968,Mujer,Primaria,Estrato 4,Colombia,Antioquia,Medellín,4587,H,,,No,2,5,4,2,4,2,4,3,1,1,5,4,4,5,2,3,1,4,5,1,1,1,1,,,1,1,,,,1,5,3,3,1,1,3,2,5,5,2,3,4,2,3,4,4,4,5,5,5,4,5,5,5,3,"Tensión,Dedicación,Emoción,Agitación,Sospecha,Trabajo","Cordialidad,Agitación,Orgullo,Trabajo,Aburrición,Educación","Orgullo,Amistad,Timidez,Tensión,Sorpresa,Inquietud",00:02:21,2022-04-11
1997,Hombre,Bachillerato,Estrato 1,Colombia,Atlántico,Barranquilla,1258,C,Confianza,0,Sí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,1,1,,,,,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Imprudencia,Amistad,Vergüenza,Disciplina,Agitación,Extroversión","Agitación,Sorpresa,Arrepentimiento,Impresión,Compasión,Aburrición","Trabajo,Educación,Inquietud,Impresión,Timidez,Arrepentimiento",00:07:30,2022-04-11
2002,Hombre,Bachillerato,Estrato 1,Colombia,Magdalena,Santa Marta,8601,P,Deshumanización,5,Sí,2,5,5,1,5,5,3,5,5,5,4,3,1,5,2,2,2,3,5,0,1,1,1,,1,,1,1,,,,5,5,5,1,0,5,2,4,2,1,5,5,5,4,5,1,5,1,1,3,5,2,2,2,4,"Dedicación,Sospecha,Compasión,Impresión,Trabajo,Tensión","Impresión,Tensión,Timidez,Sospecha,Agitación,Compasión","Nostalgia,Sospecha,Cordialidad,Tensión,Amistad,Imprudencia",01:03:08,2022-04-11
1996,Mujer,Bachillerato,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,7325,R,Discriminización,.86666667,No,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,1,1,,,,,1,,1,1,1,5,0,1,5,3,5,3,1,4,4,1,4,1,5,5,5,5,5,5,5,5,5,5,"Disciplina,Impresión,Orgullo,Emoción,Dedicación,Extroversión","Sorpresa,Disciplina,Impresión,Aburrición,Imprudencia,Educación","Trabajo,Imprudencia,Dedicación,Disciplina,Agitación,Aburrición",00:07:15,2022-04-11
1997,Otro,Técnico / Tecnológico,Rural,Colombia,Bogotá D.C.,Bogotá D.C.,3099,P,Discriminización,.33333334,Sí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,1,,3,3,4,1,1,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,"Imprudencia,Nostalgia,Emoción,Amistad,Educación,Extroversión","Amistad,Trabajo,Dedicación,Emoción,Extroversión,Arrepentimiento","Dedicación,Arrepentimiento,Inquietud,Compasión,Vergüenza,Aburrición",00:12:06,2022-04-11
1995,Hombre,Bachillerato,Estrato 1,Colombia,Bogotá D.C.,Bogotá D.C.,4528,O,Deshumanización,3.6700001,No,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,1,0,,,,1,1,,,1,3,3,2,0,0,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,"Compasión,Cordialidad,Vergüenza,Orgullo,Aburrición,Tensión","Cordialidad,Inquietud,Vergüenza,Tensión,Impresión,Educación","Educación,Inquietud,Extroversión,Agitación,Vergüenza,Impresión",00:03:48,2022-04-11
1991,Hombre,Técnico / Tecnológico,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,4141,G,Discriminización,.33333334,Sí,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,,1,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Agitación,Aburrición,Nostalgia,Trabajo,Cordialidad,Dedicación","Vergüenza,Impresión,Imprudencia,Tensión,Sorpresa,Arrepentimiento","Amistad,Agitación,Tensión,Aburrición,Vergüenza,Timidez",00:30:44,2022-04-11
2002,Hombre,Bachillerato,Estrato 1,Colombia,Magdalena,Santa Marta,8601,P,Confianza,1,No,2,4,5,5,2,5,2,4,1,5,2,2,1,2,5,3,2,5,1,0,1,1,1,,,,1,1,,,1,2,2,3,0,1,3,5,2,5,2,3,3,2,2,2,5,2,1,2,4,2,4,2,5,2,"Timidez,Dedicación,Aburrición,Inquietud,Extroversión,Emoción","Sorpresa,Compasión,Nostalgia,Trabajo,Impresión,Inquietud","Imprudencia,Amistad,Agitación,Disciplina,Nostalgia,Compasión",00:02:50,2022-04-11
1997,Mujer,Primaria,Estrato 4,Colombia,Atlántico,Barranquilla,3658,H,,,No,4,3,4,5,1,3,4,3,3,2,3,1,4,2,2,1,3,4,5,1,0,1,0,,1,1,,1,,,,4,2,3,1,0,4,2,2,4,2,4,2,3,4,5,5,3,2,1,3,1,3,3,4,5,"Sorpresa,Compasión,Cordialidad,Aburrición,Extroversión,Amistad","Compasión,Agitación,Timidez,Impresión,Arrepentimiento,Aburrición","Amistad,Aburrición,Arrepentimiento,Imprudencia,Agitación,Orgullo",00:01:32,2022-04-11
1985,Mujer,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Cundinamarca ,2261,M,Tolerancia a la ambigüedad,3,No,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,0,0,1,,,1,,1,,,3,3,3,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Cordialidad,Agitación,Imprudencia,Impresión,Arrepentimiento,Trabajo","Orgullo,Aburrición,Agitación,Trabajo,Sospecha,Emoción","Educación,Sorpresa,Disciplina,Agitación,Arrepentimiento,Imprudencia",00:04:48,2022-04-11
1997,Mujer,Primaria,Estrato 1,Colombia,Bogotá D.C.,Bogotá D.C.,7972,H,Confianza,.5,No,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,0,1,,1,1,,,,,1,3,3,4,0,1,3,3,3,4,3,3,4,3,3,3,3,4,3,3,3,3,3,3,4,3,"Impresión,Dedicación,Emoción,Trabajo,Timidez,Tensión","Nostalgia,Impresión,Trabajo,Sorpresa,Agitación,Timidez","Agitación,Arrepentimiento,Cordialidad,Compasión,Nostalgia,Emoción",00:03:01,2022-04-11
1990,Mujer,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,7582,R,Confianza,0,Sí,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,,,1,,,1,,1,3,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,1,2,2,3,1,"Educación,Disciplina,Dedicación,Orgullo,Cordialidad,Trabajo","Agitación,Timidez,Extroversión,Arrepentimiento,Aburrición,Sospecha","Imprudencia,Emoción,Orgullo,Amistad,Agitación,Cordialidad",00:08:27,2022-04-11
1969,Mujer,Técnico / Tecnológico,Estrato 2,Colombia,Magdalena,Santa Marta,6645,P,Tolerancia a la ambigüedad,4.1999998,Sí,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,,1,,,,1,1,,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Orgullo,Cordialidad,Timidez,Tensión,Trabajo,Agitación","Compasión,Cordialidad,Amistad,Agitación,Imprudencia,Trabajo","Tensión,Trabajo,Amistad,Arrepentimiento,Educación,Agitación",00:07:56,2022-04-11
1985,Hombre,Bachillerato,Estrato 5,Aruba,Córdoba,Lorica,2188,U,Discriminización,.56666666,Sí,3,3,2,3,3,1,3,3,3,4,3,2,5,2,4,3,2,3,3,0,0,0,1,1,,1,1,,,,,2,3,2,0,1,1,4,5,5,2,2,2,2,2,2,2,2,1,2,3,2,4,5,4,2,"Imprudencia,Aburrición,Emoción,Nostalgia,Dedicación,Compasión","Compasión,Imprudencia,Trabajo,Tensión,Impresión,Aburrición","Vergüenza,Amistad,Imprudencia,Agitación,Impresión,Nostalgia",05:37:44,2022-04-11
1989,Otro,Técnico / Tecnológico,Estrato 1,Colombia,Bogotá D.C.,Bogotá D.C.,8843,M,Confianza,.88,Sí,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,0,,,,,,1,1,1,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,"Educación,Compasión,Trabajo,Inquietud,Aburrición,Disciplina","Extroversión,Trabajo,Amistad,Tensión,Inquietud,Vergüenza","Extroversión,Orgullo,Imprudencia,Vergüenza,Aburrición,Sospecha",00:25:49,2022-04-11
1994,Mujer,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,7978,P,,,No,3,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,0,1,0,1,,,1,1,,,1,,3,3,3,1,1,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Agitación,Tensión,Disciplina,Timidez,Compasión,Inquietud","Arrepentimiento,Cordialidad,Extroversión,Educación,Timidez,Disciplina","Arrepentimiento,Aburrición,Sorpresa,Extroversión,Compasión,Tensión",00:02:05,2022-04-11
1990,Hombre,Bachillerato,Estrato 1,Colombia,Cundinamarca,Bojacá,8064,P,Deshumanización,2,No,3,4,4,3,4,4,5,2,3,5,3,3,3,1,2,2,4,4,4,1,1,0,1,,,,1,,1,1,,3,3,4,1,1,4,3,3,1,5,2,4,3,3,4,3,4,4,2,4,4,4,3,2,4,"Vergüenza,Amistad,Aburrición,Arrepentimiento,Sorpresa,Nostalgia","Sorpresa,Amistad,Agitación,Educación,Vergüenza,Orgullo","Disciplina,Sorpresa,Amistad,Educación,Tensión,Emoción",00:05:00,2022-04-11
1991,Hombre,Título universitario,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,5936,D,Confianza,.63,No,3,3,2,3,4,3,3,3,2,3,3,3,4,3,3,3,3,3,3,1,1,1,1,,,,,1,1,,1,4,4,4,0,1,2,3,3,4,4,3,4,3,3,4,3,4,4,4,4,3,4,4,4,3,"Cordialidad,Timidez,Aburrición,Vergüenza,Dedicación,Orgullo","Disciplina,Educación,Orgullo,Imprudencia,Timidez,Trabajo","Sospecha,Agitación,Educación,Cordialidad,Amistad,Compasión",00:05:32,2022-04-11
1996,Mujer,Técnico / Tecnológico,Estrato 1,Colombia,Bogotá D.C.,Bogotá D.C.,7325,R,Deshumanización,1,Sí,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,,1,1,,,1,,,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Dedicación,Amistad,Cordialidad,Aburrición,Orgullo,Tensión","Extroversión,Sorpresa,Disciplina,Aburrición,Impresión,Tensión","Orgullo,Dedicación,Sorpresa,Vergüenza,Extroversión,Sospecha",00:04:35,2022-04-11
1998,Mujer,Bachillerato,Estrato 1,Colombia,Bogotá D.C.,Bogotá D.C.,2728,J,,,No,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,1,0,,1,,1,,,1,,3,3,3,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Imprudencia,Orgullo,Sospecha,Nostalgia,Disciplina,Impresión","Arrepentimiento,Impresión,Sorpresa,Trabajo,Extroversión,Amistad","Timidez,Vergüenza,Sorpresa,Emoción,Inquietud,Impresión",00:02:20,2022-04-11
1996,Hombre,Título universitario,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,6988,R,Confianza,,Sí,3,2,4,2,2,3,2,2,4,3,3,3,4,3,3,3,2,3,4,0,0,0,0,1,,,,,,1,1,3,3,2,0,0,2,3,3,2,3,3,3,3,4,3,4,3,4,4,2,3,3,2,2,2,"Sorpresa,Impresión,Sospecha,Aburrición,Disciplina,Inquietud","Inquietud,Amistad,Dedicación,Arrepentimiento,Extroversión,Timidez","Extroversión,Agitación,Tensión,Aburrición,Arrepentimiento,Emoción",01:20:22,2022-04-11
2003,Mujer,Técnico / Tecnológico,Estrato 1,Colombia,Cundinamarca,Cabrera,4908,C,Tolerancia a la ambigüedad,,Sí,1,2,2,4,3,3,4,2,4,2,3,2,2,2,2,1,3,2,2,1,1,1,1,1,,,,,,1,1,4,3,3,0,1,3,3,2,3,3,3,4,1,4,3,4,4,4,4,2,3,3,3,2,3,"Cordialidad,Educación,Trabajo,Sospecha,Disciplina,Extroversión","Inquietud,Educación,Disciplina,Extroversión,Trabajo,Orgullo","Inquietud,Orgullo,Dedicación,Trabajo,Disciplina,Compasión",00:18:11,2022-04-11
1963,Hombre,Primaria,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,2325,F,Confianza,.63,No,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,1,0,,,,,1,,1,1,3,3,3,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Disciplina,Sospecha,Nostalgia,Cordialidad,Vergüenza,Emoción","Impresión,Agitación,Trabajo,Compasión,Extroversión,Sorpresa","Cordialidad,Emoción,Extroversión,Dedicación,Educación,Inquietud",00:02:41,2022-04-11
1963,Hombre,Primaria,Estrato 1,Aruba,Chocó,Medio Baudó,4122,G,Tolerancia a la ambigüedad,3.0999999,Sí,4,3,3,3,3,2,3,2,2,2,3,3,4,1,3,1,3,2,2,0,1,0,0,1,,,,,1,,1,3,3,2,0,1,2,3,2,3,4,4,1,2,3,1,3,4,4,5,3,3,2,1,3,4,"Sospecha,Emoción,Dedicación,Extroversión,Timidez,Vergüenza","Disciplina,Orgullo,Educación,Imprudencia,Vergüenza,Agitación","Emoción,Cordialidad,Extroversión,Arrepentimiento,Aburrición,Tensión",00:08:21,2022-04-11
1996,Mujer,Técnico / Tecnológico,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,7325,R,Tolerancia a la ambigüedad,4.1999998,Sí,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,,,,1,,1,,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Trabajo,Sospecha,Amistad,Extroversión,Vergüenza,Arrepentimiento","Agitación,Educación,Imprudencia,Cordialidad,Vergüenza,Tensión","Arrepentimiento,Emoción,Tensión,Vergüenza,Sorpresa,Trabajo",00:03:59,2022-04-11
1990,Otro,Primaria,Estrato 3,Colombia,Caldas,Filadelfia,2541,F,,,No,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,,1,1,,,,,2,2,1,0,0,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,"Imprudencia,Extroversión,Amistad,Aburrición,Impresión,Nostalgia","Educación,Orgullo,Amistad,Arrepentimiento,Dedicación,Vergüenza","Compasión,Amistad,Timidez,Orgullo,Arrepentimiento,Sospecha",00:02:06,2022-04-11
